기관ID,구,주소
C1108890,구로구,서울특별시 구로구 새말로 102 신도림포스빌 135136호 (구로동)
C1100051,구로구,서울특별시 구로구 새말로 94 1층 (구로동)
C1108953,구로구,서울특별시 구로구 새말로 110 세아베스틸 1층 (구로동)
C1102566,동대문구,서울특별시 동대문구 고산자로 534 103호 (제기동 한신아파트 상가동)
C1103734,구로구,서울특별시 구로구 중앙로 60 (고척동 강산메디칼프라자)
C1102486,동대문구,서울특별시 동대문구 약령시로 2-1 (제기동)
C1100977,성동구,서울특별시 성동구 왕십리로 92
C1100096,종로구,서울특별시 종로구 종로 267-1
C1100017,종로구,서울특별시 종로구 지봉로 39-1 (창신동)
C1102503,중구,서울특별시 중구 수표로 9  (충무로2가)
C1101007,성동구,서울특별시 성동구 광나루로11길 26-1 (송정동)
C1102560,중구,서울특별시 중구 남대문로9길 16 (다동)
C1107235,강서구,서울특별시 강서구 방화동로 14 1층
C1108730,관악구,서울특별시 관악구 남부순환로 1604 1층 (신림동)
C1101764,관악구,서울특별시 관악구 관천로 17
C1104239,관악구,서울특별시 관악구 신림로 352 1층 (신림동 연빌딩)
C1102149,관악구,서울특별시 관악구 신림로 271 1층 (신림동)
C1101152,서초구,서울특별시 서초구 서래로8길 1  (반포동)
C1107910,마포구,서울특별시 마포구 신촌로 170 이대역푸르지오시티 상가106호 (대흥동)
C1104575,은평구,서울특별시 은평구 은평로 226 (응암동)
C1103737,양천구,서울특별시 양천구 목동중앙로 85 지하1층 104호 (목동)
C1103136,관악구,서울특별시 관악구 시흥대로 578 (신림동)
C1102363,송파구,서울특별시 송파구 가락로 245 (방이동)
C1103143,강서구,서울특별시 강서구 양천로 128 103호 (방화동한림리첸빌)
C1101120,광진구,서울특별시 광진구 군자로 86-1 (군자동)
C1103836,종로구,서울특별시 종로구 종로 243 1층 (종로5가)
C1101121,서대문구,서울특별시 서대문구 연세로5길 32 (창천동)
C1107015,은평구,서울특별시 은평구 통일로 725-2 (대조동)
C1104653,동대문구,서울특별시 동대문구 천호대로79길 66 (장안동)
C1102533,금천구,서울특별시 금천구 시흥대로148길 37
C1101257,용산구,서울특별시 용산구 한강대로 154 (한강로2가)
C1108710,강남구,서울특별시 강남구 도산대로 120 청호빌딩 1층 (논현동)
C1102547,은평구,서울특별시 은평구 은평로 29
C1106941,강남구,서울특별시 강남구 압구정로28길 28 (신사동) 1층
C1106774,서초구,서울특별시 서초구 강남대로 621 1층 (잠원동)
C1103186,강남구,서울특별시 강남구 도산대로 109 1층 101호(신사동)
C1103782,강남구,서울특별시 강남구 강남대로 600 1층 (논현동)
C1107708,강남구,서울특별시 강남구 강남대로 596 극동빌딩 1층 (논현동)
C1100940,은평구,서울특별시 은평구 갈현로 16 (신사동)
C1107651,서초구,서울특별시 서초구 강남대로 605 휴먼TOWER 104호 (잠원동)
C1102939,동대문구,서울특별시 동대문구 무학로26길 5 1층 (용두동)
C1102548,영등포구,서울특별시 영등포구 도림로 487-1 (문래동4가)
C1100014,종로구,서울특별시 종로구 경교장1길 1 1층 (교남동)
C1101029,성동구,서울특별시 성동구 마조로 24 (행당동)
C1101030,중랑구,서울특별시 중랑구 용마산로 424 (면목동)
C1102550,광진구,서울특별시 광진구 뚝섬로24길 3
C1102983,관악구,서울특별시 관악구 관악로 205 (봉천동)
C1103281,중구,서울특별시 중구 다산로 215 경북여인숙 1층 (신당동)
C1101155,동작구,서울특별시 동작구 상도로 331 (상도동)
C1108789,광진구,서울특별시 광진구 면목로 127 1층 (중곡동 신성그랜드타워)
C1109113,성동구,서울특별시 성동구 성덕정길 127 1층 (성수동2가)
C1101157,광진구,서울특별시 광진구 뚝섬로 511 (자양동)
C1101237,동작구,서울특별시 동작구 사당로 297 (사당동)
C1103592,용산구,서울특별시 용산구 장문로 94 (보광동)
C1108926,은평구,서울특별시 은평구 진흥로12길 3 (녹번동)
C1104470,양천구,서울특별시 양천구 신정로 312
C1100126,종로구,서울특별시 종로구 종로 124-1
C1104702,영등포구,서울특별시 영등포구 시흥대로 675 (대림동)
C1101249,서초구,서울특별시 서초구 신반포로 219 8동 6호 (잠원동반포쇼핑)
C1107057,영등포구,서울특별시 영등포구 도림로 208 101호 (대림동)
C1104494,동작구,서울특별시 동작구 서달로 163 (흑석동)
C1102532,성북구,서울특별시 성북구 길음로7길 6 길음뉴타운9단지래미안 상가 1층 7호 (길음동)
C1100040,성동구,서울특별시 성동구 성덕정길 149
C1101059,광진구,서울특별시 광진구 뚝섬로24길 11 1층 (자양동)
C1102113,관악구,서울특별시 관악구 쑥고개로 59 (봉천동)
C1100942,중구,서울특별시 중구 퇴계로46길 15
C1104399,도봉구,서울특별시 도봉구 도봉로113길 16 (쌍문동)
C1101123,종로구,서울특별시 종로구 종로 255-2 1층 (종로5가)
C1103899,송파구,서울특별시 송파구 강동대로7길 4 1층 (풍납동)
C1101124,동작구,서울특별시 동작구 장승배기로 139-1 (노량진동)
C1102526,강서구,서울특별시 강서구 강서로45라길 35 (내발산동)
C1104839,금천구,서울특별시 금천구 시흥대로58길 38 (시흥동)
C1102527,강동구,서울특별시 강동구 고덕로 88 (암사동)
C1100513,광진구,서울특별시 광진구 자양로 42
C1104719,마포구,서울특별시 마포구 백범로 178 A203-1호 (공덕동 마포신영지웰)
C1103109,양천구,서울특별시 양천구 남부순환로40길 50 (신월동)
C1107426,용산구,서울특별시 용산구 한강대로 109 용성비즈텔 지하2층 227233호 (한강로2가)
C1100498,용산구,서울특별시 용산구 한강대로15길 9-18 (한강로3가)
C1107536,동대문구,서울특별시 동대문구 약령동길 84 1층 (제기동)
C1103154,중구,서울특별시 중구 마른내로 13 (저동2가)
C1100499,영등포구,서울특별시 영등포구 여의나루로 42
C1107149,은평구,서울특별시 은평구 가좌로 329 (신사동)
C1100511,서초구,서울특별시 서초구 나루터로 37 신사쇼핑센터 1층 114호 (잠원동)
C1100500,용산구,서울특별시 용산구 한강대로77길 10 (갈월동)
C1100512,동대문구,서울특별시 동대문구 홍릉로 5-1 1층 (청량리동)
C1107976,서초구,서울특별시 서초구 강남대로10길 60-1 101호 (양재동)
C1104099,도봉구,서울특별시 도봉구 노해로63길 78
C1101258,양천구,서울특별시 양천구 남부순환로 329 (신월동)
C1100385,양천구,서울특별시 양천구 곰달래로13길 20-1 (신월동)
C1107454,양천구,서울특별시 양천구 월정로 51 104호 (신월동 청송프라임)
C1106926,동대문구,서울특별시 동대문구 장한로28가길 1 1층 (장안동)
C1102993,성동구,서울특별시 성동구 용답중앙13길 2 1층 (용답동)
C1103108,은평구,서울특별시 은평구 은평로 156 1층 101호 (응암동)
C1102544,마포구,서울특별시 마포구 손기정로 54 (아현동) 1층
C1100391,중구,서울특별시 중구 다산로 32 (신당동 남산타운)
C1104601,동작구,서울특별시 동작구 사당로23바길 9 동작삼성래미안아파트 상가 202호 (사당동 동작삼성래미안아파트)
C1100393,양천구,서울특별시 양천구 신월로 304 1층 (신정동)
C1103300,용산구,서울특별시 용산구 한강대로 50 (한강로3가 신정재약국)
C1102545,동대문구,서울특별시 동대문구 휘경로 49 (휘경동)
C1102516,동대문구,서울특별시 동대문구 왕산로 261 1층 (청량리동)
C1100636,성북구,서울특별시 성북구 종암로 68 1층 (종암동)
C1103475,동작구,서울특별시 동작구 흑석로 103 (흑석동)
C1101063,중구,서울특별시 중구 퇴계로 436 (신당동)
C1103449,관악구,서울특별시 관악구 신림로 105
C1104302,용산구,서울특별시 용산구 우사단로 2-1 (보광동)
C1104388,도봉구,서울특별시 도봉구 덕릉로 258 (창동)
C1108511,서대문구,서울특별시 서대문구 신촌로 121 아남오피스텔 1층 103호 (창천동)
C1103107,마포구,서울특별시 마포구 서강로 138 1층(노고산동)
C1108806,마포구,서울특별시 마포구 신촌로 78 1층 (노고산동)
C1104166,마포구,서울특별시 마포구 백범로 24
C1102488,종로구,서울특별시 종로구 종로12길 23
C1100386,마포구,서울특별시 마포구 마포대로 181-1 (아현동)
C1100488,용산구,서울특별시 용산구 우사단로2길 23 신태양약국 (보광동)
C1100781,노원구,서울특별시 노원구 광운로 45 (월계동)
C1102464,강북구,서울특별시 강북구 한천로123길 14 (번동)
C1104243,성북구,서울특별시 성북구 보국문로 43 103호 (정릉동 야원빌딩)
C1102465,중구,서울특별시 중구 청계천로 298  (신당동)
C1103153,영등포구,서울특별시 영등포구 도신로29다길 12 (도림동)
C1104301,영등포구,서울특별시 영등포구 가마산로 442  (신길동 래미안프레비뉴)
C1100509,영등포구,서울특별시 영등포구 신길로 36-1 (신길동)
C1100613,도봉구,서울특별시 도봉구 덕릉로 251 1층 (창동)
C1100614,관악구,서울특별시 관악구 남부순환로 2062
C1103382,동대문구,서울특별시 동대문구 장한로 170 (장안동)
C1100616,강남구,서울특별시 강남구 도곡로 515 2층 202호(대치동)
C1102487,송파구,서울특별시 송파구 올림픽로 106 (잠실동 상록빌딩 3층)
C1100619,중구,서울특별시 중구 마장로 11 (신당동)
C1103297,동대문구,서울특별시 동대문구 사가정로 148 3층 (전농동 sk아파트스포츠상가)
C1108588,강남구,서울특별시 강남구 압구정로 151 상가2동 9호 (압구정동 현대아파트)
C1107387,서초구,서울특별시 서초구 반포대로 217 지하1층 (반포동 조달청사별관동)
C1100380,강남구,서울특별시 강남구 논현로 409
C1107199,송파구,서울특별시 송파구 올림픽로12길 34 (잠실동 103호)
C1103630,관악구,서울특별시 관악구 관악로 153 (봉천동)
C1103296,용산구,서울특별시 용산구 백범로 285 (효창동)
C1107008,성북구,서울특별시 성북구 보국문로 76 (정릉동)
C1102461,성동구,서울특별시 성동구 용답중앙15길 11 (용답동)
C1103717,양천구,서울특별시 양천구 오목로 197
C1102463,서초구,서울특별시 서초구 남부순환로339길 53 1층 (서초동)
C1100608,성북구,서울특별시 성북구 숭인로2길 82 2층 (길음동)
C1104104,강남구,서울특별시 강남구 선릉로 567 1층 일부호 (역삼동)
C1107592,서대문구,서울특별시 서대문구 통일로 87 지하 1층
C1100609,노원구,서울특별시 노원구 수락산로 190 203호 (상계동 희락상가)
C1100336,도봉구,서울특별시 도봉구 도봉로141길 11 1층 (쌍문동)
C1100337,도봉구,서울특별시 도봉구 해등로26길 7 (쌍문동 우진빌딩 110116호)
C1100338,도봉구,서울특별시 도봉구 도봉로 473-1
C1104498,송파구,서울특별시 송파구 올림픽로4길 40  (잠실동)
C1102273,강동구,서울특별시 강동구 천중로 216 101호 (길동)
C1108763,동작구,서울특별시 동작구 흑석로 108 1~2층 (흑석동)
C1109090,영등포구,서울특별시 영등포구 국제금융로6길 26 한국노총 3층 (여의도동)
C1108368,서초구,서울특별시 서초구 강남대로 559 1층 101호 (잠원동)
C1107656,강남구,서울특별시 강남구 강남대로 416 1층 (역삼동 창림빌딩)
C1108562,서초구,서울특별시 서초구 강남대로 597 1층 (잠원동)
C1100630,성북구,서울특별시 성북구 정릉로 274 1층 (정릉동)
C1100375,광진구,서울특별시 광진구 면목로 168 (중곡동)
C1108615,강남구,서울특별시 강남구 삼성로 11 상가 지상1층 113호 (개포동 디에이치 아너힐즈)
C1102275,동작구,서울특별시 동작구 현충로 114-1 (흑석동)
C1100376,서초구,서울특별시 서초구 서초대로77길 3 111호(서초동아라타워)
C1107543,서초구,서울특별시 서초구 서초대로77길 3 1202호 (서초동 아라타워)
C1102276,서초구,서울특별시 서초구 서운로 216 GDA주니어스쿨 203호 (서초동)
C1103587,영등포구,서울특별시 영등포구 여의대방로 87 (신길동)
C1100547,강남구,서울특별시 강남구 역삼로 243 (역삼동)
C1101203,은평구,서울특별시 은평구 통일로 855-8 (갈현동 연신내진원와이타운)
C1100094,송파구,서울특별시 송파구 송파대로 345 1A동 2036호 (가락동 헬리오시티)
C1108960,강남구,서울특별시 강남구 강남대로 620 영일빌딩 1층 일부호 (신사동)
C1107475,관악구,서울특별시 관악구 난곡로 299 1층 (신림동)
C1103500,성북구,서울특별시 성북구 길음로 33 상가B동 지층 171819호 (길음동 길음뉴타운)
C1107227,강서구,서울특별시 강서구 양천로 556 강서메디칼센터 103호 (등촌동)
C1102803,도봉구,서울특별시 도봉구 도봉로 551 (쌍문동)
C1100549,강동구,서울특별시 강동구 양재대로 1488 4층 (길동)
C1100548,마포구,서울특별시 마포구 마포대로24길 56 1층 (아현동 보령빌딩)
C1103939,노원구,서울특별시 노원구 동일로 1370 1층 (상계동)
C1100565,강남구,서울특별시 강남구 논현로 327
C1103731,강서구,서울특별시 강서구 강서로56길 30 1층 코너호 (등촌동)
C1104383,구로구,서울특별시 구로구 경인로53길 15
C1109179,영등포구,서울특별시 영등포구 영등포로 418-1 해원빌딩 102호 (신길동)
C1108847,중구,서울특별시 중구 퇴계로46길 35 1층 (묵정동)
C1100567,강서구,서울특별시 강서구 양천로 366
C1100568,동작구,서울특별시 동작구 서달로 110-1 (흑석동)
C1100170,관악구,서울특별시 관악구 호암로26길 57
C1100572,송파구,서울특별시 송파구 토성로 26 강진빌딩 104105호 (풍납동)
C1100571,중랑구,서울특별시 중랑구 공릉로 73 1층 (묵동)
C1107657,서초구,서울특별시 서초구 바우뫼로 53 101호 (우면동 코오롱아파트)
C1102992,중구,서울특별시 중구 충무로4길 2 (초동)
C1108728,강동구,서울특별시 강동구 고덕로 390 고덕아르테온아파트(상가1동) 2층 210호 (상일동)
C1107992,성북구,서울특별시 성북구 동소문로46길 18 101호 102호 (하월곡동 삼전솔하임3차)
C1108665,관악구,서울특별시 관악구 남부순환로 2056 태림빌딩 지하1층 (남현동)
C1102251,영등포구,서울특별시 영등포구 여의나루로 42 407호 (여의도동종합상가)
C1103962,마포구,서울특별시 마포구 만리재로 14 (공덕동) 르네상스타워 지하1층 12호
C1100429,영등포구,서울특별시 영등포구 국제금융로 86
C1107111,중랑구,서울특별시 중랑구 용마산로 310 (면목동) 1층
C1107646,금천구,서울특별시 금천구 시흥대로 214 401호
C1100431,노원구,서울특별시 노원구 노원로34길 112
C1100433,성북구,서울특별시 성북구 정릉로31길 6 (정릉동)
C1108235,구로구,서울특별시 구로구 새말로 15 101호일부102호 (구로동 삼전솔하임)
C1104679,도봉구,서울특별시 도봉구 도봉로 461 우림빌딩 2층 (쌍문동)
C1103781,강남구,서울특별시 강남구 삼성로 712
C1108910,서초구,서울특별시 서초구 서초대로77길 55 에이프로 스퀘어 1층 (서초동)
C1108310,중구,서울특별시 중구 명동8가길 20 1층 (충무로2가)
C1108251,송파구,서울특별시 송파구 올림픽로 493 풍납동 N빌딩 1층 (풍납동)
C1107620,동대문구,서울특별시 동대문구 장한로32길 19 105동 102호 (장안동 삼성리치캐슬)
C1107369,강남구,서울특별시 강남구 삼성로 620 블래스톤리조트 2층 (삼성동)
C1108916,강동구,서울특별시 강동구 동남로79길 26 상가동 101호 (고덕동 고덕아이파크)
C1107745,송파구,서울특별시 송파구 위례광장로 230 B동 207호 (장지동 위례2차아이파크)
C1100453,성북구,서울특별시 성북구 길음로 103 304호 (길음동 대우상가)
C1108884,동작구,서울특별시 동작구 만양로 84 2층 208호 (노량진동 삼익주상복합아파트)
C1109023,서초구,서울특별시 서초구 강남대로 439 1층 102호 (서초동 유화빌딩)
C1103087,서초구,서울특별시 서초구 신반포로 22  (반포동)
C1107325,강동구,서울특별시 강동구 양재대로128길 9
C1107760,광진구,서울특별시 광진구 자양로 287 (구의동)
C1109063,구로구,서울특별시 구로구 개봉로20길 54 원진환경(주) 1층 (개봉동)
C1100456,구로구,서울특별시 구로구 디지털로32길 97-12
C1103380,마포구,서울특별시 마포구 마포대로 52 206호 (도화동고려아카데미텔)
C1100457,동작구,서울특별시 동작구 보라매로5가길 16 515호 (신대방동 아카데미타워)
C1104872,서초구,서울특별시 서초구 서초중앙로 188
C1104807,동대문구,서울특별시 동대문구 무학로26길 16 111호 (용두동)
C1100239,마포구,서울특별시 마포구 굴레방로9길 2 1층 (아현동)
C1107811,서대문구,서울특별시 서대문구 신촌로35길 10 지하1층 B417호 (북아현동 e편한세상신촌4단지)
C1108906,영등포구,서울특별시 영등포구 도림천로15길 16 1층 (대림동)
C1100020,종로구,서울특별시 종로구 율곡로 47 305호 (안국동)
C1104705,종로구,서울특별시 종로구 삼일대로 461 101동 203호 (경운동 운현궁에스케이허브)
C1100241,강북구,서울특별시 강북구 한천로 1058 (수유동)
C1108808,마포구,서울특별시 마포구 월드컵북로54길 25 상암DMC푸르지오시티 S-City 오피스텔동 111호 (상암동)
C1100242,마포구,서울특별시 마포구 와우산로 22 (상수동)
C1103151,송파구,서울특별시 송파구 오금로 414 명문빌딩 (가락동)
C1101082,성북구,서울특별시 성북구 동소문로7길 2 (동소문동4가)
C1101107,동작구,서울특별시 동작구 성대로 76 (상도동)
C1101111,성북구,서울특별시 성북구 장위로 42-1
C1107560,중구,서울특별시 중구 마장로9길 34 1층 (황학동)
C1101110,서초구,서울특별시 서초구 사임당로 181 102호 (서초동 대일빌딩)
C1100986,용산구,서울특별시 용산구 보광로 46 (보광동)
C1107004,서대문구,서울특별시 서대문구 통일로 448 (홍제동)
C1109186,강동구,서울특별시 강동구 올림픽로98길 15 LS지산빌딩 1층 101102호 (암사동)
C1102841,강동구,서울특별시 강동구 고덕로 133 511호(암사동롯데캐슬퍼스트상가)
C1100987,강동구,서울특별시 강동구 올림픽로 777 (암사동)
C1102135,강남구,서울특별시 강남구 압구정로 130 종화빌딩 1층 (신사동)
C1107033,강남구,서울특별시 강남구 압구정로54길 5 (신사동)
C1104476,강남구,서울특별시 강남구 논현로175길 25 102호 (신사동)
C1104103,강남구,서울특별시 강남구 압구정로20길 15 102호(신사동)
C1100990,강남구,서울특별시 강남구 선릉로 845  (신사동)
C1108612,강남구,서울특별시 강남구 압구정로28길 13 1층 (신사동)
C1107491,강남구,서울특별시 강남구 압구정로28길 25 엑시 1층 1호 (신사동)
C1108214,강남구,서울특별시 강남구 압구정로29길 65 442빌딩 지하1층 (압구정동)
C1108764,강남구,서울특별시 강남구 압구정로 164 아세아빌딩 105호 (신사동)
C1108566,강남구,서울특별시 강남구 압구정로28길 49 유림아트홀 (신사동)
C1107667,은평구,서울특별시 은평구 불광로 119 불광빌딩 1층 (불광동)
C1107200,강남구,서울특별시 강남구 논현로171길 15 105호 (신사동 카로시티1)
C1108525,강남구,서울특별시 강남구 논현로 853 1층 (신사동)
C1104759,강남구,서울특별시 강남구 논현로 857 (신사동) 1층
C1109139,강남구,서울특별시 강남구 논현로 857 A857 1층 일부호 (신사동)
C1107788,강남구,서울특별시 강남구 압구정로30길 23 102호 (신사동)
C1107171,마포구,서울특별시 마포구 마포대로 204 103호 (아현동 마포에스케이허브)
C1102217,영등포구,서울특별시 영등포구 영등포로80길 15 (신길동)
C1103706,은평구,서울특별시 은평구 진관2로 57-7 B106호 (진관동 상가)
C1109137,광진구,서울특별시 광진구 아차산로 506 은석 1층 일부호 (광장동)
C1104125,강서구,서울특별시 강서구 양천로 684 1층 (염창동)
C1108006,송파구,서울특별시 송파구 올림픽로 119 잠실파인애플상가 제3에이 12-1호 (잠실동)
C1101076,금천구,서울특별시 금천구 시흥대로 104 1층 (시흥동)
C1108484,강남구,서울특별시 강남구 테헤란로 339 1층 (역삼동)
C1106978,서초구,서울특별시 서초구 강남대로 221 양재역환승주차장 3층 303호 (양재동)
C1102999,성동구,서울특별시 성동구 난계로 35 2층 (금호동1가)
C1104845,영등포구,서울특별시 영등포구 도신로54길 1
C1103590,중랑구,서울특별시 중랑구 겸재로 217 (면목동)
C1108191,동대문구,서울특별시 동대문구 약령중앙로 5 (제기동)
C1103834,강남구,서울특별시 강남구 선릉로 227 1층 (도곡동)
C1101171,도봉구,서울특별시 도봉구 도봉로 601  (쌍문동 시그마팰리스아파트)
C1101170,서대문구,서울특별시 서대문구 연희로 409 (홍은동)
C1106768,동대문구,서울특별시 동대문구 약령중앙로 27-1 1층 (제기동)
C1108031,중구,서울특별시 중구 동호로 189 톰캣프라자 1층 (신당동)
C1107709,중구,서울특별시 중구 다산로 112 신양빌딩 지하1층 (신당동)
C1101206,동작구,서울특별시 동작구 장승배기로 7 (상도동)
C1107604,중구,서울특별시 중구 다산로 111 한미빌딩 1층 (신당동)
C1101209,영등포구,서울특별시 영등포구 가마산로61길 14-1 1층 (신길동)
C1104263,관악구,서울특별시 관악구 남부순환로234길 27 (봉천동)
C1103060,강남구,서울특별시 강남구 개포로82길 13-11 105호 (개포동)
C1104096,서초구,서울특별시 서초구 강남대로 48-6 1층 101호 (양재동)
C1104317,서초구,서울특별시 서초구 동산로 64 (양재동)
C1108249,강남구,서울특별시 강남구 강남대로 238 1층 101호 (도곡동)
C1108301,서초구,서울특별시 서초구 언남1길 3 1층 102호 (양재동)
C1102327,강남구,서울특별시 강남구 남부순환로363길 17 (도곡동)
C1107481,서초구,서울특별시 서초구 마방로2길 57 101호 (양재동)
C1100955,서초구,서울특별시 서초구 매헌로 34 한일빌딩 (양재동)
C1107394,서초구,서울특별시 서초구 남부순환로350길 36 1층 (양재동)
C1104594,서초구,서울특별시 서초구 강남대로 220
C1108780,중구,서울특별시 중구 수표로 23 영락빌딩 1층 101-B호 (저동2가)
C1100554,용산구,서울특별시 용산구 이촌로 248 11동 103-1호
C1104062,강동구,서울특별시 강동구 진황도로61길 56 1층 (둔촌동)
C1108668,관악구,서울특별시 관악구 관악로 186 1층 (봉천동)
C1100957,중랑구,서울특별시 중랑구 동일로 865 1층 (묵동)
C1104274,양천구,서울특별시 양천구 지양로 74 1층 (신월동)
C1103749,동대문구,서울특별시 동대문구 무학로 189 1층 (용두동)
C1101069,강북구,서울특별시 강북구 삼각산로 132 (수유동)
C1100088,성동구,서울특별시 성동구 한림말1길 16 1층 (옥수동)
C1104708,성동구,서울특별시 성동구 독서당로40길 39 2층 (옥수동 옥수 어울림)
C1107662,은평구,서울특별시 은평구 진관2로 19 107호 (진관동)
C1101071,동대문구,서울특별시 동대문구 사가정로 148 141동 108호 (전농동 전농 SK아파트)
C1101070,동작구,서울특별시 동작구 동작대로29길 69 201호 (사당동)
C1102321,양천구,서울특별시 양천구 지양로 30 (신월동)
C1107342,강북구,서울특별시 강북구 도봉로14길 7-8 1층 (미아동)
C1103588,영등포구,서울특별시 영등포구 도림로41길 20
C1101073,동대문구,서울특별시 동대문구 휘경로 15 4층 402호 (이문동)
C1101163,강동구,서울특별시 강동구 성내로14길 45 (성내동)
C1107061,종로구,서울특별시 종로구 종로 227 (종로5가 엄약국)
C1107955,강남구,서울특별시 강남구 도산대로 122 에메랄드타워 1층 (논현동)
C1108483,서대문구,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 103호 (대현동)
C1102323,강북구,서울특별시 강북구 한천로 1000 (번동)
C1107498,송파구,서울특별시 송파구 송파대로 558 월드타워빌딩 1층 103호 (신천동)
C1102324,금천구,서울특별시 금천구 금하로 720 203호 (시흥동에벤에셀프라자)
C1103051,동작구,서울특별시 동작구 여의대방로 22 (신대방동 우성A상가)
C1108745,강서구,서울특별시 강서구 방화동로 92 에스메디컬 1층 103호 (방화동)
C1103197,서초구,서울특별시 서초구 서초대로40길 77 102호 (서초동)
C1101167,강남구,서울특별시 강남구 광평로19길 15  (일원동 목련타운아파트)
C1108015,송파구,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 CG121호 (문정동)
C1107128,동대문구,서울특별시 동대문구 사가정로 148 141동 312호 (전농동 전농 SK아파트)
C1102956,구로구,서울특별시 구로구 디지털로 285  (구로동)
C1102317,중구,서울특별시 중구 세종대로 136 1층 (무교동 파이낸스빌딩)
C1103807,강서구,서울특별시 강서구 화곡로 197 1-3호 (화곡동)
C1108545,중랑구,서울특별시 중랑구 중랑천로 105 양우빌딩 2층 (중화동)
C1104169,서초구,서울특별시 서초구 방배로 76
C1108983,서초구,서울특별시 서초구 서초대로77길 17 BLOCK77 1층 102-2호 (서초동)
C1100984,양천구,서울특별시 양천구 오목로 300 206동 110호 (목동 현대하이페리온2)
C1109142,서초구,서울특별시 서초구 강남대로 483 지하1층 (반포동)
C1107919,강남구,서울특별시 강남구 테헤란로 105 1층 (역삼동)
C1108367,서초구,서울특별시 서초구 강남대로 423 한승빌딩 1층 (서초동)
C1104242,서초구,서울특별시 서초구 강남대로 27
C1108528,강서구,서울특별시 강서구 양천로 476 금부빌딩 402호 (등촌동)
C1103954,강북구,서울특별시 강북구 삼양로19길 59 대선빌딩 1층 (미아동)
C1100985,도봉구,서울특별시 도봉구 방학로3길 121 (쌍문동)
C1107696,서초구,서울특별시 서초구 효령로 292 서울남부터미널 117호 (서초동)
C1103644,중랑구,서울특별시 중랑구 망우로 203 2층 203204호 (중화동 중화동주상복합)
C1100930,서대문구,서울특별시 서대문구 신촌로 99 5층(창천동엘리트빌딩)
C1104570,관악구,서울특별시 관악구 신림로 322 (신림동)
C1103713,관악구,서울특별시 관악구 난곡로 316 1층 (신림동)
C1107053,송파구,서울특별시 송파구 올림픽로 119 (잠실동) 잠실파인애플상가
C1101044,강남구,서울특별시 강남구 강남대로 378 준빌딩 지하1층 (역삼동)
C1108515,강남구,서울특별시 강남구 역삼로7길 3 1층 103호 (역삼동)
C1107971,영등포구,서울특별시 영등포구 국제금융로6길 30 백상빌딩 317호 (여의도동)
C1102315,영등포구,서울특별시 영등포구 63로 45
C1101065,영등포구,서울특별시 영등포구 여의대방로 375 109호(여의도동아일렉스타워)
C1107969,영등포구,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩 B117호 (여의도동)
C1104330,강동구,서울특별시 강동구 천호대로170길 28 (성내동)
C1104455,강남구,서울특별시 강남구 논현로 521-3
C1103050,강남구,서울특별시 강남구 테헤란로25길 59 지하1층 (역삼동)
C1108449,강남구,서울특별시 강남구 역삼로17길 64 1층 3호 (역삼동)
C1107953,강남구,서울특별시 강남구 테헤란로26길 10 성보빌딩 2층 (역삼동)
C1108874,강남구,서울특별시 강남구 언주로85길 32 B106호 (역삼동)
C1104475,강남구,서울특별시 강남구 논현로 340
C1104883,강남구,서울특별시 강남구 논현로 564 1층 (역삼동)
C1102587,강남구,서울특별시 강남구 논현로105길 25 1층
C1108905,마포구,서울특별시 마포구 양화로21길 31  (동교동)
C1102454,강동구,서울특별시 강동구 양재대로 1655 2층 (명일동)
C1102588,은평구,서울특별시 은평구 은평로 144
C1104240,서초구,서울특별시 서초구 태봉로 70 우면프라자Ι 110호 (우면동)
C1104454,은평구,서울특별시 은평구 연서로 253-9 1층 (불광동)
C1100947,양천구,서울특별시 양천구 중앙로 262 1층 102호 (신정동)
C1108779,중구,서울특별시 중구 을지로 255 1층 (을지로6가)
C1107741,중랑구,서울특별시 중랑구 동일로 890 1층 (묵동)
C1107264,은평구,서울특별시 은평구 연서로 183-12 (갈현동)
C1100981,마포구,서울특별시 마포구 성미산로10길 44 (서교동)
C1101231,강남구,서울특별시 강남구 역삼로 128 (역삼동양원빌딩)
C1101105,중랑구,서울특별시 중랑구 망우로63길 5 연세약국 (망우동)
C1104597,양천구,서울특별시 양천구 화곡로4길 21 (신월동)
C1102568,동대문구,서울특별시 동대문구 전농로16길 11 (전농동)
C1102168,노원구,서울특별시 노원구 노해로 492 204호 (상계동 프린스빌딩)
C1101160,구로구,서울특별시 구로구 개봉로 23  (개봉동)
C1101193,서초구,서울특별시 서초구 신반포로 177
C1104521,성동구,서울특별시 성동구 왕십리로 296-1 조흥은행 (행당동)
C1101194,성북구,서울특별시 성북구 화랑로 201 (장위동 대영치과)
C1101195,마포구,서울특별시 마포구 서강로 110 1층 (신수동)
C1107441,노원구,서울특별시 노원구 동일로 992 101호 (공릉동)
C1108379,강남구,서울특별시 강남구 학동로4길 24 101호 (논현동)
C1104199,마포구,서울특별시 마포구 서강로 97
C1107802,은평구,서울특별시 은평구 연서로 175 (갈현동)
C1102585,강서구,서울특별시 강서구 강서로18길 26  (화곡동)
